ensembl_gene_id	description
Y46H3C.6	Protein Y46H3C.6  [Source:RefSeq peptide;Acc:NP_503485]
C15H11.9	Ribosome biogenesis regulatory protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVT0]
B0238.1	Protein B0238.1  [Source:RefSeq peptide;Acc:NP_504400]
C12D5.3	Protein C12D5.3  [Source:RefSeq peptide;Acc:NP_504987]
F58G11.3	Protein F58G11.3, isoform a  [Source:RefSeq peptide;Acc:NP_001041135]
T07H8.5	Serpentine receptor class gamma-31  [Source:UniProtKB/Swiss-Prot;Acc:O61892]
H27D07.4	Protein SRW-137  [Source:RefSeq peptide;Acc:NP_503799]
F13A2.5	Protein F13A2.5  [Source:RefSeq peptide;Acc:NP_504211]
K01D12.14	Cadmium-inducible lysosomal protein CDR-5; Protein HRG-2  [Source:UniProtKB/TrEMBL;Acc:G5EGC7]
C53A5.2	Protein C53A5.2  [Source:RefSeq peptide;Acc:NP_506597]
R10D12.14	Protein SAO-1, isoform c  [Source:RefSeq peptide;Acc:NP_001256550]
K06H6.1	Protein K06H6.1  [Source:RefSeq peptide;Acc:NP_503255]
C41G6.14	Protein SRI-26  [Source:RefSeq peptide;Acc:NP_506759]
Y17D7B.6	Protein CLEC-256  [Source:RefSeq peptide;Acc:NP_507666]
B0365.1	Protein ACLY-2  [Source:RefSeq peptide;Acc:NP_506267]
T20D4.7	Protein T20D4.7  [Source:RefSeq peptide;Acc:NP_503954]
B0238.5	Protein SRT-67  [Source:RefSeq peptide;Acc:NP_504405]
M04G12.2	Protein CPZ-2  [Source:RefSeq peptide;Acc:NP_506318]
C04E12.2	Protein C04E12.2  [Source:RefSeq peptide;Acc:NP_503938]
F27E11.1	Protein F27E11.1  [Source:RefSeq peptide;Acc:NP_503967]
C31A11.13	Protein C31A11.13  [Source:RefSeq peptide;Acc:NP_001256702]
C34B4.5	Protein C34B4.5  [Source:RefSeq peptide;Acc:NP_001023698]
F12F3.1	Protein EXP-2, isoform d  [Source:RefSeq peptide;Acc:NP_001023792]
T02B11.5	Serpentine receptor class J-38  [Source:UniProtKB/Swiss-Prot;Acc:O16975]
C17B7.2	UPF0376 protein C17B7.2  [Source:UniProtKB/Swiss-Prot;Acc:O45160]
F21F8.6	Protein F21F8.6  [Source:RefSeq peptide;Acc:NP_505132]
E02A10.2	Protein GRL-23, isoform b  [Source:RefSeq peptide;Acc:NP_001256430]
F15H10.2	Cuticle collagen 13  [Source:UniProtKB/Swiss-Prot;Acc:P20631]
C54E10.6	Protein C54E10.6  [Source:RefSeq peptide;Acc:NP_507675]
C16D9.2	Protein roller-3  [Source:UniProtKB/Swiss-Prot;Acc:Q8I7I5]
R02C2.6	Protein R02C2.6  [Source:RefSeq peptide;Acc:NP_872128]
Y57E12B.10	Protein Y57E12B.10  [Source:RefSeq peptide;Acc:NP_001256078]
F18E3.12	Protein F18E3.12  [Source:RefSeq peptide;Acc:NP_001122922]
M02H5.8	Protein M02H5.8  [Source:RefSeq peptide;Acc:NP_503206]
F53F8.4	Protein F53F8.4  [Source:RefSeq peptide;Acc:NP_507997]
F15E11.1	Protein F15E11.14  [Source:RefSeq peptide;Acc:NP_503638]
F35F10.6	Protein F35F10.6  [Source:RefSeq peptide;Acc:NP_503910]
T16G1.4	Protein T16G1.4  [Source:RefSeq peptide;Acc:NP_506236]
F56A4.2	Protein F56A4.2  [Source:RefSeq peptide;Acc:NP_503676]
C54D10.8	Protein C54D10.8  [Source:RefSeq peptide;Acc:NP_506121]
Y94A7B.6	Protein SRH-300  [Source:RefSeq peptide;Acc:NP_507499]
K04F1.6	Protein K04F1.6  [Source:RefSeq peptide;Acc:NP_503477]
C54E10.11	Protein C54E10.11  [Source:RefSeq peptide;Acc:NP_001256825]
F10D2.12	Protein F10D2.12  [Source:RefSeq peptide;Acc:NP_741564]
Y19D10A.4	Protein Y19D10A.4  [Source:RefSeq peptide;Acc:NP_503657]
F02C9.2	Protein F02C9.2  [Source:RefSeq peptide;Acc:NP_503859]
H12C20.2	Protein PMS-2, isoform a  [Source:RefSeq peptide;Acc:NP_505933]
ZK6.2	Protein NHR-252  [Source:RefSeq peptide;Acc:NP_503191]
C34D1.2	Protein DMD-11  [Source:RefSeq peptide;Acc:NP_506289]
K04F1.7	Protein K04F1.7  [Source:RefSeq peptide;Acc:NP_503476]
Y102A5C.36	Protein Y102A5C.36  [Source:RefSeq peptide;Acc:NP_001024209]
Y32F6A.3	Protein PAP-1  [Source:RefSeq peptide;Acc:NP_505683]
C08D8.2	Protein TMD-2, isoform a  [Source:RefSeq peptide;Acc:NP_505151]
ZK262.1	Protein SRH-207  [Source:RefSeq peptide;Acc:NP_507601]
T08B1.2	Protein TNT-4, isoform a  [Source:RefSeq peptide;Acc:NP_503544]
F53B7.5	Protein FIG-1, isoform b  [Source:RefSeq peptide;Acc:NP_001122947]
ZK856.8	Protein ZK856.8  [Source:RefSeq peptide;Acc:NP_505623]
Y39B6A.27	Protein Y39B6A.27  [Source:RefSeq peptide;Acc:NP_741671]
W01A11.6	Protein MOC-2  [Source:RefSeq peptide;Acc:NP_504651]
ZK6.6	Protein ZK6.6, isoform b  [Source:RefSeq peptide;Acc:NP_001123080]
R04B5.7	Protein R04B5.7  [Source:RefSeq peptide;Acc:NP_505592]
Y73C8A.1	Protein STR-16  [Source:RefSeq peptide;Acc:NP_503887]
T11F9.9	Protein COL-157  [Source:RefSeq peptide;Acc:NP_505913]
F13A2.6	Protein F13A2.6  [Source:RefSeq peptide;Acc:NP_504212]
W06G6.13	Protein SRW-75  [Source:RefSeq peptide;Acc:NP_507208]
K10G4.16	Protein K10G4.16  [Source:RefSeq peptide;Acc:NP_001256737]
F21H7.14	Protein SRH-98  [Source:RefSeq peptide;Acc:NP_001023831]
F09C6.14	Protein F09C6.14  [Source:RefSeq peptide;Acc:NP_001023778]
T04C12.11	Protein T04C12.11  [Source:RefSeq peptide;Acc:NP_001256285]
DC2.5	Protein DC2.5  [Source:RefSeq peptide;Acc:NP_503155]
K06B4.8	Protein NHR-198  [Source:RefSeq peptide;Acc:NP_506903]
K02E2.8	Protein K02E2.8, isoform b  [Source:RefSeq peptide;Acc:NP_001122969]
B0391.12	Protein STR-263  [Source:RefSeq peptide;Acc:NP_506882]
F14H8.8	Protein F14H8.8  [Source:RefSeq peptide;Acc:NP_001122919]
F20E11.18	Protein F20E11.18, isoform b  [Source:RefSeq peptide;Acc:NP_001256743]
K08G2.8	Protein SRH-293  [Source:RefSeq peptide;Acc:NP_506962]
C35A5.11	Protein C35A5.11, isoform b  [Source:RefSeq peptide;Acc:NP_001256223]
F38B7.2	Protein F38B7.2, isoform b  [Source:RefSeq peptide;Acc:NP_001122940]
F37B4.11	Protein SRJ-54  [Source:RefSeq peptide;Acc:NP_503774]
CD4.8	Protein CD4.8  [Source:RefSeq peptide;Acc:NP_504478]
K09D9.13	Protein SRW-89  [Source:RefSeq peptide;Acc:NP_001024046]
F55C9.6	Protein F55C9.6  [Source:RefSeq peptide;Acc:NP_507755]
C53A5.5	Protein KCNL-4, isoform a  [Source:RefSeq peptide;Acc:NP_001256594]
F47C10.3	Protein NHR-186  [Source:RefSeq peptide;Acc:NP_504063]
F15H10.10	Protein F15H10.10  [Source:RefSeq peptide;Acc:NP_001023806]
K08F9.1	Protein K08F9.1  [Source:RefSeq peptide;Acc:NP_506734]
F54B8.1	Protein F54B8.1  [Source:RefSeq peptide;Acc:NP_506946]
C47E8.2	Protein SRH-17  [Source:RefSeq peptide;Acc:NP_506622]
R07B7.14	Protein NHR-207  [Source:RefSeq peptide;Acc:NP_506035]
Y38A10A.5	Calreticulin  [Source:UniProtKB/Swiss-Prot;Acc:P27798]
C18D4.4	Protein C18D4.4, isoform c  [Source:UniProtKB/TrEMBL;Acc:I7K4P7]
T05H4.4	Protein T05H4.4  [Source:RefSeq peptide;Acc:NP_504639]
K12G11.3	Alcohol dehydrogenase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q17334]
F46E10.1	Protein ACS-1, isoform a  [Source:RefSeq peptide;Acc:NP_001023937]
R11D1.1	Protein R11D1.1, isoform b  [Source:RefSeq peptide;Acc:NP_506171]
R08A2.1	Protein R08A2.1  [Source:RefSeq peptide;Acc:NP_506634]
Y39D8C.1	Protein ABT-4  [Source:RefSeq peptide;Acc:NP_503175]
F55C10.2	Protein COL-154  [Source:RefSeq peptide;Acc:NP_505886]
C06H2.1	Protein ATP-5  [Source:RefSeq peptide;Acc:NP_505829]
C13A2.11	Protein C13A2.11  [Source:RefSeq peptide;Acc:NP_504851]
Y39D8B.3	Protein MLTN-8  [Source:RefSeq peptide;Acc:NP_503182]
B0365.9	Protein B0365.9  [Source:RefSeq peptide;Acc:NP_001256480]
C50F4.6	Protein C50F4.6  [Source:RefSeq peptide;Acc:NP_505465]
F59D6.5	Protein SRW-8  [Source:RefSeq peptide;Acc:NP_503828]
C37C3.9	Protein C37C3.9  [Source:RefSeq peptide;Acc:NP_505023]
T21C9.6	Protein T21C9.6  [Source:RefSeq peptide;Acc:NP_505715]
T23F1.4	Protein STR-71  [Source:RefSeq peptide;Acc:NP_506847]
C13D9.6	Protein SRSX-13  [Source:RefSeq peptide;Acc:NP_504340]
R05D8.3	Protein SRH-56  [Source:RefSeq peptide;Acc:NP_503755]
T20B3.1	Protein T20B3.1  [Source:RefSeq peptide;Acc:NP_507245]
W07B8.4	Protein W07B8.4  [Source:RefSeq peptide;Acc:NP_503382]
T08G3.11	Protein T08G3.11  [Source:RefSeq peptide;Acc:NP_507168]
F56A4.11	Protein F56A4.11  [Source:RefSeq peptide;Acc:NP_503679]
F58E10.3	Protein F58E10.3, isoform a  [Source:RefSeq peptide;Acc:NP_001041134]
F35E8.1	Protein F35E8.1  [Source:RefSeq peptide;Acc:NP_506977]
C08B6.4	Protein C08B6.4, isoform b  [Source:RefSeq peptide;Acc:NP_001023635]
T04H1.8	Putative UDP-glucuronosyltransferase ugt-56  [Source:UniProtKB/Swiss-Prot;Acc:Q22181]
F08E10.3	Protein SRH-123  [Source:RefSeq peptide;Acc:NP_507424]
F16H6.7	Protein F16H6.7  [Source:RefSeq peptide;Acc:NP_507562]
T10B5.8	Protein T10B5.8  [Source:RefSeq peptide;Acc:NP_503516]
F53F8.3	Protein F53F8.3  [Source:RefSeq peptide;Acc:NP_507996]
W02D7.3	Protein W02D7.3  [Source:RefSeq peptide;Acc:NP_505141]
Y40B10A.9	Protein Y40B10A.9  [Source:RefSeq peptide;Acc:NP_503563]
F44E7.3	Protein F44E7.3  [Source:RefSeq peptide;Acc:NP_504513]
M01B2.10	Protein M01B2.10  [Source:RefSeq peptide;Acc:NP_506779]
ZC412.4	Protein ZC412.4  [Source:RefSeq peptide;Acc:NP_506661]
F11A5.3	Protein F11A5.3  [Source:RefSeq peptide;Acc:NP_507083]
W07G4.5	Protein W07G4.5  [Source:RefSeq peptide;Acc:NP_506261]
C51E3.4	Protein SRSX-29  [Source:RefSeq peptide;Acc:NP_505611]
T01G5.4	Protein SRR-7  [Source:RefSeq peptide;Acc:NP_506731]
F14H3.6	Protein F14H3.6  [Source:RefSeq peptide;Acc:NP_507040]
F49H6.17	Protein F49H6.17  [Source:RefSeq peptide;Acc:NP_001122945]
B0213.16	Protein CYP-34A10  [Source:RefSeq peptide;Acc:NP_504104]
F44E7.2	Protein F44E7.2  [Source:RefSeq peptide;Acc:NP_504512]
C02A12.4	Protein LYS-7  [Source:RefSeq peptide;Acc:NP_503972]
K08G2.13	Protein SRH-149  [Source:RefSeq peptide;Acc:NP_001024040]
R11G10.4	
C25F9.11	Protein C25F9.11  [Source:RefSeq peptide;Acc:NP_001122859]
Y51A2D.21	Protein Y51A2D.21  [Source:RefSeq peptide;Acc:NP_001024262]
Y80D3A.7	Protein PTR-22, isoform a  [Source:RefSeq peptide;Acc:NP_001256834]
ZC376.3	Protein ZC376.3  [Source:RefSeq peptide;Acc:NP_506508]
Y46H3D.7	Protein NHR-238  [Source:RefSeq peptide;Acc:NP_503461]
F28A12.1	Protein ACD-4  [Source:RefSeq peptide;Acc:NP_505230]
Y40H4A.1	Muscarinic acetylcholine receptor gar-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9U7D5]
F10A3.3	Protein FBXA-18  [Source:RefSeq peptide;Acc:NP_507066]
C38C3.10	Protein C38C3.10  [Source:RefSeq peptide;Acc:NP_001122876]
ZC132.2	Protein ZC132.2  [Source:RefSeq peptide;Acc:NP_504189]
F36G9.1	Protein SRW-57  [Source:RefSeq peptide;Acc:NP_506997]
F52F10.1	Protein F52F10.1  [Source:RefSeq peptide;Acc:NP_503445]
Y45G12C.11	Protein Y45G12C.11  [Source:RefSeq peptide;Acc:NP_503697]
B0213.10	Protein CYP-34A5  [Source:RefSeq peptide;Acc:NP_504099]
Y50D4C.3	Protein Y50D4C.3  [Source:RefSeq peptide;Acc:NP_503358]
F16B3.3	Protein F16B3.3, isoform a  [Source:RefSeq peptide;Acc:NP_001255996]
F09F3.13	Protein SRX-137  [Source:RefSeq peptide;Acc:NP_506437]
F13A7.7	Protein F13A7.7  [Source:RefSeq peptide;Acc:NP_507138]
ZC404.11	Protein DMSR-11  [Source:RefSeq peptide;Acc:NP_504725]
F29F11.1	UDP-glucose 6-dehydrogenase  [Source:UniProtKB/Swiss-Prot;Acc:Q19905]
T19H12.1	Protein UGT-9, isoform a  [Source:RefSeq peptide;Acc:NP_504312]
C55A1.4	Protein C55A1.4  [Source:RefSeq peptide;Acc:NP_506890]
Y113G7B.11	Protein Y113G7B.11  [Source:RefSeq peptide;Acc:NP_507902]
D1014.8	REST corepressor spr-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18919]
F54D11.1	Protein PMT-2  [Source:RefSeq peptide;Acc:NP_504248]
F20G2.1	Protein F20G2.1  [Source:RefSeq peptide;Acc:NP_506406]
H12D21.7	Protein MPST-3, isoform b  [Source:RefSeq peptide;Acc:NP_001256630]
F13A7.11	Protein F13A7.11  [Source:RefSeq peptide;Acc:NP_507144]
Y6E2A.6	Protein SRH-140  [Source:RefSeq peptide;Acc:NP_506913]
T10B5.10	Protein T10B5.10  [Source:RefSeq peptide;Acc:NP_503518]
F26F2.3	Protein F26F2.3  [Source:RefSeq peptide;Acc:NP_507968]
F59A7.8	Protein F59A7.8  [Source:RefSeq peptide;Acc:NP_503548]
Y46H3D.6	Protein NHR-237  [Source:RefSeq peptide;Acc:NP_503460]
R11G11.14	Protein LIPL-3  [Source:RefSeq peptide;Acc:NP_503233]
Y5H2B.2	Nuclear hormone receptor family member nhr-13  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4Q7]
ZC513.9	Protein STR-139  [Source:RefSeq peptide;Acc:NP_505078]
ZC250.5	Protein ZC250.5  [Source:RefSeq peptide;Acc:NP_001123073]
F46B3.8	Protein F46B3.8  [Source:RefSeq peptide;Acc:NP_507979]
F44E7.9	Protein F44E7.9  [Source:RefSeq peptide;Acc:NP_504519]
C54D10.3	Protein C54D10.3  [Source:RefSeq peptide;Acc:NP_506116]
C56A3.3	Protein FRPR-5, isoform b  [Source:RefSeq peptide;Acc:NP_001256516]
E02A10.3	Protein E02A10.3, isoform b  [Source:RefSeq peptide;Acc:NP_001256433]
Y59A8B.9	Protein EBP-3  [Source:RefSeq peptide;Acc:NP_507528]
C24G6.1	Protein SYP-2  [Source:RefSeq peptide;Acc:NP_504462]
F56A4.9	Protein F56A4.9  [Source:RefSeq peptide;Acc:NP_503675]
C05E4.15	Protein C05E4.15  [Source:RefSeq peptide;Acc:NP_001255989]
F26D2.1	Protein STR-73  [Source:RefSeq peptide;Acc:NP_507153]
F57A10.5	Protein NHR-60  [Source:RefSeq peptide;Acc:NP_506930]
W04E12.3	Protein W04E12.3  [Source:RefSeq peptide;Acc:NP_507826]
D1086.19	Protein D1086.19  [Source:RefSeq peptide;Acc:NP_001122898]
Y97E10AR.4	Protein Y97E10AR.4  [Source:RefSeq peptide;Acc:NP_505060]
H10D18.5	Protein H10D18.5  [Source:RefSeq peptide;Acc:NP_504057]
F44C8.3	Nuclear hormone receptor family member nhr-18  [Source:UniProtKB/Swiss-Prot;Acc:O16360]
F21A3.6	Protein GLB-14  [Source:RefSeq peptide;Acc:NP_506867]
F25E5.10	Protein TRY-8  [Source:RefSeq peptide;Acc:NP_504916]
T27C5.10	Protein T27C5.10  [Source:RefSeq peptide;Acc:NP_507409]
T23D5.11	Protein STR-8  [Source:RefSeq peptide;Acc:NP_506925]
F28H7.11	Protein SRJ-21  [Source:RefSeq peptide;Acc:NP_505740]
T15B7.15	Protein T15B7.15  [Source:RefSeq peptide;Acc:NP_504739]
R09E12.4	Protein STR-238  [Source:RefSeq peptide;Acc:NP_503319]
Y6G8.5	Protein Y6G8.5  [Source:RefSeq peptide;Acc:NP_001024284]
T26H10.2	Protein T26H10.2  [Source:RefSeq peptide;Acc:NP_001129909]
F39G3.2	Protein F39G3.2  [Source:RefSeq peptide;Acc:NP_504273]
F32H5.3	Protein F32H5.3, isoform a  [Source:RefSeq peptide;Acc:NP_506311]
F32H5.6	Protein SRX-125, isoform a  [Source:RefSeq peptide;Acc:NP_001041110]
F55C9.15	Protein F55C9.15  [Source:RefSeq peptide;Acc:NP_001256851]
F39G3.1	Protein UGT-61  [Source:RefSeq peptide;Acc:NP_504274]
K02E11.7	Protein K02E11.7  [Source:RefSeq peptide;Acc:NP_506527]
C06C6.4	Protein NHR-63  [Source:RefSeq peptide;Acc:NP_741645]
C37C3.12	Protein C37C3.12  [Source:RefSeq peptide;Acc:NP_872190]
ZK105.5	Protein ZK105.5  [Source:RefSeq peptide;Acc:NP_504996]
C18D4.6	Protein C18D4.6, isoform c  [Source:RefSeq peptide;Acc:NP_001023668]
R01B10.5	Protein JAMP-1  [Source:RefSeq peptide;Acc:NP_504568]
F16B4.10	Protein SRBC-41  [Source:RefSeq peptide;Acc:NP_503456]
Y59A8B.24	Protein Y59A8B.24  [Source:RefSeq peptide;Acc:NP_507516]
B0391.9	Protein FBXA-139  [Source:RefSeq peptide;Acc:NP_506876]
Y39B6A.16	Protein Y39B6A.16  [Source:RefSeq peptide;Acc:NP_741682]
Y116F11A.3	Protein Y116F11A.3  [Source:RefSeq peptide;Acc:NP_507819]
F31F4.15	Protein FBXA-72  [Source:RefSeq peptide;Acc:NP_503290]
F47D2.3	Protein SRT-3  [Source:RefSeq peptide;Acc:NP_504175]
F43D2.6	Protein F43D2.6  [Source:RefSeq peptide;Acc:NP_001023919]
T10G3.3	Protein T10G3.3  [Source:RefSeq peptide;Acc:NP_506346]
F23B12.9	Programmed cell death activator egl-1  [Source:UniProtKB/Swiss-Prot;Acc:O61667]
T07F10.1	Protein T07F10.1, isoform a  [Source:RefSeq peptide;Acc:NP_001041160]
F57G8.6	Protein NHR-193  [Source:RefSeq peptide;Acc:NP_507131]
K06C4.2	Histone H4  [Source:UniProtKB/Swiss-Prot;Acc:P62784]
C32C4.3	Protein C32C4.3, isoform c  [Source:RefSeq peptide;Acc:NP_001256241]
T28C12.6	Protein T28C12.6  [Source:RefSeq peptide;Acc:NP_504618]
F58H1.1	Protein AMAN-2  [Source:RefSeq peptide;Acc:NP_505995]
Y59A8B.14	Serine/threonine-protein kinase par-4  [Source:UniProtKB/Swiss-Prot;Acc:Q9GN62]
F33E11.2	Protein F33E11.2  [Source:RefSeq peptide;Acc:NP_503170]
R13D11.8	Protein NHR-270  [Source:RefSeq peptide;Acc:NP_503328]
W09B7.2	Protein F07B7.2  [Source:RefSeq peptide;Acc:NP_505284]
F21C10.8	Protein PQN-31, isoform a  [Source:RefSeq peptide;Acc:NP_001023829]
R09B5.12	Protein R09B5.12  [Source:RefSeq peptide;Acc:NP_503420]
ZC15.8	Protein PQN-94  [Source:RefSeq peptide;Acc:NP_507911]
W02G9.2	Protein KEL-8  [Source:RefSeq peptide;Acc:NP_503729]
R01B10.4	Protein R01B10.4  [Source:RefSeq peptide;Acc:NP_504567]
T23B12.11	Protein T23B12.11  [Source:RefSeq peptide;Acc:NP_001033504]
H14N18.4	Protein H14N18.4, isoform a  [Source:RefSeq peptide;Acc:NP_741581]
R07B7.3	Protein PQN-53, isoform a  [Source:RefSeq peptide;Acc:NP_506023]
C44C3.9	Protein SRH-88  [Source:RefSeq peptide;Acc:NP_503807]
T02B5.2	Protein OCAM-1  [Source:RefSeq peptide;Acc:NP_506507]
Y50D4A.2	Protein WRB-1, isoform b  [Source:RefSeq peptide;Acc:NP_001255993]
Y32B12B.8	Protein Y32B12B.8  [Source:RefSeq peptide;Acc:NP_001256710]
C50B6.9	Protein C50B6.9  [Source:RefSeq peptide;Acc:NP_506306]
F02D8.1	Protein F02D8.1  [Source:RefSeq peptide;Acc:NP_506681]
T01C3.1	Protein CDT-2  [Source:RefSeq peptide;Acc:NP_506685]
C53A5.17	tRNA (guanine(37)-N1)-methyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:A8WHT1]
Y116F11B.17	Protein Y116F11B.17  [Source:RefSeq peptide;Acc:NP_001256887]
C06B8.8	60S ribosomal protein L38  [Source:UniProtKB/Swiss-Prot;Acc:O17570]
R10E8.2	Protein R10E8.2  [Source:RefSeq peptide;Acc:NP_507570]
F07B7.2	Protein F07B7.2  [Source:RefSeq peptide;Acc:NP_505284]
ZK262.8	Protein ZK262.8  [Source:RefSeq peptide;Acc:NP_507609]
F58H1.7	Protein F58H1.7, isoform b  [Source:RefSeq peptide;Acc:NP_001041140]
Y70C5C.1	Protein Y70C5C.1  [Source:RefSeq peptide;Acc:NP_507226]
C14A6.3	Protein C14A6.3  [Source:RefSeq peptide;Acc:NP_507544]
F22E12.4	Protein EGL-9, isoform a  [Source:RefSeq peptide;Acc:NP_741621]
K11C4.3	Protein UNC-70, isoform a  [Source:RefSeq peptide;Acc:NP_001024052]
K04A8.6	Protein DRE-1  [Source:RefSeq peptide;Acc:NP_504661]
C13A2.7	Protein C13A2.7, isoform b  [Source:RefSeq peptide;Acc:NP_001256081]
Y57E12AL.4	Protein Y57E12AL.4  [Source:RefSeq peptide;Acc:NP_504789]
Y49A3A.4	Protein Y49A3A.4  [Source:RefSeq peptide;Acc:NP_506562]
C54F6.7	Serpentine receptor class beta-18  [Source:UniProtKB/Swiss-Prot;Acc:O16444]
Y49C4A.9	Protein CYP-33C11  [Source:RefSeq peptide;Acc:NP_503303]
C30G7.3	Protein C30G7.3  [Source:RefSeq peptide;Acc:NP_001023688]
F14F9.8	Protein F14F9.8  [Source:RefSeq peptide;Acc:NP_001033477]
K09C6.6	Protein K09C6.6  [Source:RefSeq peptide;Acc:NP_503339]
C03G6.14	Protein CYP-35A1  [Source:RefSeq peptide;Acc:NP_504879]
T02E9.5	Protein T02E9.5  [Source:RefSeq peptide;Acc:NP_505881]
F45D3.2	Protein F45D3.2  [Source:RefSeq peptide;Acc:NP_506141]
C13B7.5	Protein STR-119  [Source:RefSeq peptide;Acc:NP_503666]
W09D12.3	Protein SRG-54  [Source:RefSeq peptide;Acc:NP_872230]
ZC190.8	Protein ZC190.8  [Source:RefSeq peptide;Acc:NP_505239]
C18G1.2	Protein ELT-7, isoform a  [Source:RefSeq peptide;Acc:NP_504283]
H24K24.5	Protein FMO-5  [Source:RefSeq peptide;Acc:NP_503352]
Y49C4A.5	Protein SRX-4  [Source:RefSeq peptide;Acc:NP_503296]
F28B1.6	Protein SRI-66  [Source:RefSeq peptide;Acc:NP_507321]
Y75B7AL.1	Protein GLB-33  [Source:RefSeq peptide;Acc:NP_503405]
Y43F8B.18	Protein Y43F8B.18  [Source:RefSeq peptide;Acc:NP_001123043]
W02F12.7	Serpentine receptor class gamma-30  [Source:UniProtKB/Swiss-Prot;Acc:O45150]
F37B4.4	Protein SRH-272  [Source:RefSeq peptide;Acc:NP_503776]
F36D4.7	Protein F36D4.7  [Source:RefSeq peptide;Acc:NP_001033483]
Y38A10A.11	Protein Y38A10A.11  [Source:RefSeq peptide;Acc:NP_001256064]
F25E5.2	Protein F25E5.2  [Source:RefSeq peptide;Acc:NP_504917]
R11D1.7	Protein R11D1.7  [Source:RefSeq peptide;Acc:NP_506178]
R03H4.2	Protein SRX-2  [Source:RefSeq peptide;Acc:NP_505330]
T05B4.14	Protein T05B4.14  [Source:RefSeq peptide;Acc:NP_001256033]
F57G8.5	Protein F57G8.5  [Source:RefSeq peptide;Acc:NP_507130]
C25E10.11	Protein C25E10.11  [Source:RefSeq peptide;Acc:NP_505348]
F59A1.15	Protein F59A1.15  [Source:RefSeq peptide;Acc:NP_001023999]
C24G6.8	Probable peptidyl-tRNA hydrolase 2  [Source:UniProtKB/Swiss-Prot;Acc:O76387]
F46B3.14	Protein F46B3.14, isoform c  [Source:RefSeq peptide;Acc:NP_001256935]
C52E4.3	Probable small nuclear ribonucleoprotein Sm D2  [Source:UniProtKB/Swiss-Prot;Acc:Q18786]
Y39B6A.39	Protein MRPS-35, isoform a  [Source:RefSeq peptide;Acc:NP_001256837]
T03F7.7	Protein T03F7.7, isoform b  [Source:RefSeq peptide;Acc:NP_872173]
F53C11.1	Protein F53C11.1  [Source:RefSeq peptide;Acc:NP_506411]
C27A7.4	Protein CHE-11  [Source:RefSeq peptide;Acc:NP_506047]
Y37H2C.2	Protein SKR-6  [Source:RefSeq peptide;Acc:NP_507574]
F19B2.5	Protein F19B2.5  [Source:RefSeq peptide;Acc:NP_507886]
C25F9.7	Protein SRW-86  [Source:RefSeq peptide;Acc:NP_507775]
ZC116.5	Protein ZC116.5  [Source:RefSeq peptide;Acc:NP_001256437]
F54B8.16	Protein SRBC-55  [Source:RefSeq peptide;Acc:NP_001023965]
F21C10.11	Protein F21C10.11, isoform a  [Source:RefSeq peptide;Acc:NP_001041103]
F31F4.8	Protein SRJ-6  [Source:RefSeq peptide;Acc:NP_503280]
K09D9.6	Protein SRH-4  [Source:RefSeq peptide;Acc:NP_504119]
F25G6.2	Protein SYMK-1  [Source:RefSeq peptide;Acc:NP_505210]
Y113G7A.10	Protein SPE-19  [Source:RefSeq peptide;Acc:NP_507871]
C53A5.13	Protein C53A5.13, isoform a  [Source:RefSeq peptide;Acc:NP_001256598]
Y57E12B.4	Protein Y57E12B.4  [Source:RefSeq peptide;Acc:NP_504756]
F36F12.6	Protein CLEC-208  [Source:RefSeq peptide;Acc:NP_503569]
C49G7.10	Protein C49G7.10  [Source:RefSeq peptide;Acc:NP_504126]
F15B9.4	Protein INFT-2  [Source:RefSeq peptide;Acc:NP_506253]
F53F1.2	Protein F53F1.2  [Source:RefSeq peptide;Acc:NP_506322]
R12A1.3	Protein R12A1.3  [Source:RefSeq peptide;Acc:NP_503410]
C50E3.15	Protein C50E3.15  [Source:RefSeq peptide;Acc:NP_001033469]
C27A7.5	Protein C27A7.5, isoform d  [Source:RefSeq peptide;Acc:NP_001122863]
Y69H2.14	Protein Y69H2.14  [Source:RefSeq peptide;Acc:NP_872207]
F11A5.12	Putative steroid dehydrogenase 2  [Source:UniProtKB/Swiss-Prot;Acc:O17795]
F22B8.1	Protein SRJ-29  [Source:RefSeq peptide;Acc:NP_507048]
R09A1.5	Protein R09A1.5  [Source:RefSeq peptide;Acc:NP_503365]
ZK863.2	Protein COL-37  [Source:RefSeq peptide;Acc:NP_506053]
F17C11.7	Protein F17C11.7, isoform b  [Source:RefSeq peptide;Acc:NP_001023813]
ZK856.1	Cullin-5  [Source:UniProtKB/Swiss-Prot;Acc:Q23639]
ZK682.7	Protein ZK682.7  [Source:RefSeq peptide;Acc:NP_505403]
F25E5.4	Protein F25E5.4  [Source:RefSeq peptide;Acc:NP_504914]
Y17D7B.4	Protein Y17D7B.4  [Source:RefSeq peptide;Acc:NP_507668]
F47G9.2	Protein STR-141  [Source:RefSeq peptide;Acc:NP_505878]
W07G4.2	Protein W07G4.2  [Source:RefSeq peptide;Acc:NP_506258]
