ensembl_gene_id	description
ENSMUSG00000092031	predicted gene 2108 [Source:MGI Symbol;Acc:MGI:3780276]
ENSMUSG00000000392	fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]
ENSMUSG00000049476	RIKEN cDNA 1700104B16 gene [Source:MGI Symbol;Acc:MGI:1925886]
ENSMUSG00000039899	fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]
ENSMUSG00000054381	zinc finger protein 747 [Source:MGI Symbol;Acc:MGI:2443581]
ENSMUSG00000029729	zinc finger with KRAB and SCAN domains 1 [Source:MGI Symbol;Acc:MGI:1921820]
ENSMUSG00000069892	RIKEN cDNA 9930111J21 gene 2 [Source:MGI Symbol;Acc:MGI:3711310]
ENSMUSG00000039187	Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]
ENSMUSG00000020429	insulin-like growth factor binding protein 1 [Source:MGI Symbol;Acc:MGI:96436]
ENSMUSG00000025354	DnaJ (Hsp40) homolog, subfamily C, member 14 [Source:MGI Symbol;Acc:MGI:1921580]
ENSMUSG00000070570	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7 [Source:MGI Symbol;Acc:MGI:1920211]
ENSMUSG00000059708	A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]
ENSMUSG00000021830	thioredoxin domain containing 16 [Source:MGI Symbol;Acc:MGI:1917811]
ENSMUSG00000044106	olfactory receptor 868 [Source:MGI Symbol;Acc:MGI:3030702]
ENSMUSG00000031387	renin binding protein [Source:MGI Symbol;Acc:MGI:105940]
ENSMUSG00000031585	general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]
ENSMUSG00000021253	transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]
ENSMUSG00000024360	eukaryotic translation termination factor 1 [Source:MGI Symbol;Acc:MGI:2385071]
ENSMUSG00000032078	zinc finger protein 259 [Source:MGI Symbol;Acc:MGI:1330262]
ENSMUSG00000042015	WD repeat domain 41 [Source:MGI Symbol;Acc:MGI:2445123]
ENSMUSG00000036925	salivary protein 1 [Source:MGI Symbol;Acc:MGI:98392]
ENSMUSG00000005936	potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]
ENSMUSG00000030155	C-type lectin domain family 2, member e [Source:MGI Symbol;Acc:MGI:3028921]
ENSMUSG00000030823	RIKEN cDNA 9130019O22 gene [Source:MGI Symbol;Acc:MGI:1926171]
ENSMUSG00000018565	elongator acetyltransferase complex subunit 5 [Source:MGI Symbol;Acc:MGI:1859017]
ENSMUSG00000031309	ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557]
ENSMUSG00000026466	torsin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:3582693]
ENSMUSG00000032023	RIKEN cDNA 4931429I11 gene [Source:MGI Symbol;Acc:MGI:1918239]
ENSMUSG00000098177	
ENSMUSG00000079295	killer cell lectin-like receptor subfamily B member 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3624540]
ENSMUSG00000062342	serine (or cysteine) peptidase inhibitor, clade B, member 9e [Source:MGI Symbol;Acc:MGI:894672]
ENSMUSG00000045838	RIKEN cDNA A430105I19 gene [Source:MGI Symbol;Acc:MGI:2685199]
ENSMUSG00000087221	cDNA Sequence BC037032 [Source:MGI Symbol;Acc:MGI:3040924]
ENSMUSG00000007867	intraflagellar transport 43 homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1923661]
ENSMUSG00000091055	sialic acid binding Ig-like lectin 15 [Source:MGI Symbol;Acc:MGI:3646642]
ENSMUSG00000030157	C-type lectin domain family 2, member d [Source:MGI Symbol;Acc:MGI:2135589]
ENSMUSG00000022995	enabled homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:108360]
ENSMUSG00000078921	T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083]
ENSMUSG00000030109	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12 [Source:MGI Symbol;Acc:MGI:95628]
ENSMUSG00000020427	insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438]
ENSMUSG00000095276	predicted gene 581 [Source:MGI Symbol;Acc:MGI:2685427]
ENSMUSG00000044551	RIKEN cDNA 9930012K11 gene [Source:MGI Symbol;Acc:MGI:2145726]
ENSMUSG00000020178	adenosine A2a receptor [Source:MGI Symbol;Acc:MGI:99402]
ENSMUSG00000002983	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]
ENSMUSG00000028397	lysine (K)-specific demethylase 4C [Source:MGI Symbol;Acc:MGI:1924054]
ENSMUSG00000078580	RIKEN cDNA E430018J23 gene [Source:MGI Symbol;Acc:MGI:2141981]
ENSMUSG00000082080	predicted gene 9246 [Source:MGI Symbol;Acc:MGI:3648324]
ENSMUSG00000091864	predicted gene 17102 [Source:MGI Symbol;Acc:MGI:4937929]
ENSMUSG00000079445	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384394]
ENSMUSG00000086297	predicted gene 15632 [Source:MGI Symbol;Acc:MGI:3783076]
ENSMUSG00000080720	predicted gene 16077 [Source:MGI Symbol;Acc:MGI:3802018]
ENSMUSG00000032021	cytotoxic and regulatory T cell molecule [Source:MGI Symbol;Acc:MGI:1859822]
ENSMUSG00000048424	RAN binding protein 3-like [Source:MGI Symbol;Acc:MGI:2444654]
ENSMUSG00000083500	predicted gene 15470 [Source:MGI Symbol;Acc:MGI:3641891]
ENSMUSG00000087532	predicted gene 15938 [Source:MGI Symbol;Acc:MGI:3801775]
ENSMUSG00000028557	ring finger protein 11 [Source:MGI Symbol;Acc:MGI:1352759]
ENSMUSG00000091806	predicted gene 5258 [Source:MGI Symbol;Acc:MGI:3647794]
ENSMUSG00000031877	carboxylesterase 2G [Source:MGI Symbol;Acc:MGI:1919611]
ENSMUSG00000045248	mediator complex subunit 26 [Source:MGI Symbol;Acc:MGI:1917875]
ENSMUSG00000084757	RIKEN cDNA 1700057H15 gene [Source:MGI Symbol;Acc:MGI:1925710]
ENSMUSG00000090341	predicted gene 17217 [Source:MGI Symbol;Acc:MGI:4938044]
ENSMUSG00000091401	predicted gene 9252 [Source:MGI Symbol;Acc:MGI:3645130]
ENSMUSG00000030446	zinc finger protein 273 [Source:MGI Symbol;Acc:MGI:3036278]
ENSMUSG00000027498	cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:MGI Symbol;Acc:MGI:1914587]
ENSMUSG00000078920	interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448]
ENSMUSG00000059336	solute carrier family 14 (urea transporter), member 1 [Source:MGI Symbol;Acc:MGI:1351654]
ENSMUSG00000021254	G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]
ENSMUSG00000029386	tectonic family member 2 [Source:MGI Symbol;Acc:MGI:1915228]
ENSMUSG00000026234	nucleolin [Source:MGI Symbol;Acc:MGI:97286]
ENSMUSG00000073759	RIKEN cDNA 4933407E24 gene [Source:MGI Symbol;Acc:MGI:1918352]
ENSMUSG00000044600	small integral membrane protein 7 [Source:MGI Symbol;Acc:MGI:1914068]
ENSMUSG00000024077	striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]
ENSMUSG00000074164	vomeronasal 2, receptor, pseudogene 54 [Source:MGI Symbol;Acc:MGI:1351350]
ENSMUSG00000024359	heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]
ENSMUSG00000083104	predicted gene 12917 [Source:MGI Symbol;Acc:MGI:3652006]
ENSMUSG00000086589	predicted gene 12915 [Source:MGI Symbol;Acc:MGI:3650273]
ENSMUSG00000045757	zinc finger protein 764 [Source:MGI Symbol;Acc:MGI:2443580]
ENSMUSG00000039046	USP6 N-terminal like [Source:MGI Symbol;Acc:MGI:2138893]
ENSMUSG00000002320	transmembrane 9 superfamily member 1 [Source:MGI Symbol;Acc:MGI:1921390]
ENSMUSG00000085263	RIKEN cDNA 1700125G02 gene [Source:MGI Symbol;Acc:MGI:1920878]
ENSMUSG00000084024	predicted gene 15937 [Source:MGI Symbol;Acc:MGI:3802031]
ENSMUSG00000022253	NAD kinase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915896]
ENSMUSG00000089771	predicted gene 16311 [Source:MGI Symbol;Acc:MGI:3826532]
ENSMUSG00000072941	superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]
ENSMUSG00000035594	cholinergic receptor, nicotinic, alpha polypeptide 5 [Source:MGI Symbol;Acc:MGI:87889]
ENSMUSG00000089647	predicted gene 2245 [Source:MGI Symbol;Acc:MGI:3780415]
ENSMUSG00000044730	RIKEN cDNA 9930104L06 gene [Source:MGI Symbol;Acc:MGI:3041172]
ENSMUSG00000067547	predicted pseudogene 7666 [Source:MGI Symbol;Acc:MGI:3648907]
ENSMUSG00000089966	predicted gene 16030 [Source:MGI Symbol;Acc:MGI:3801713]
ENSMUSG00000031548	secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]
ENSMUSG00000090199	predicted gene 16029 [Source:MGI Symbol;Acc:MGI:3801714]
ENSMUSG00000078850	predicted pseudogene 2348 [Source:MGI Symbol;Acc:MGI:3780518]
ENSMUSG00000091813	carboxylesterase 2H [Source:MGI Symbol;Acc:MGI:3648740]
ENSMUSG00000098190	
ENSMUSG00000098061	
ENSMUSG00000045251	zinc finger protein 688 [Source:MGI Symbol;Acc:MGI:1916484]
ENSMUSG00000027981	RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]
ENSMUSG00000098202	
ENSMUSG00000034621	G patch domain containing 8 [Source:MGI Symbol;Acc:MGI:1918667]
ENSMUSG00000091615	predicted gene 17044 [Source:MGI Symbol;Acc:MGI:4937871]
ENSMUSG00000032193	low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]
ENSMUSG00000074570	Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482]
ENSMUSG00000052482	predicted gene 8174 [Source:MGI Symbol;Acc:MGI:3648322]
ENSMUSG00000074822	predicted gene 10766 [Source:MGI Symbol;Acc:MGI:3642134]
ENSMUSG00000045790	coiled-coil domain containing 149 [Source:MGI Symbol;Acc:MGI:2685293]
ENSMUSG00000037636	solute carrier family 25, member 43 [Source:MGI Symbol;Acc:MGI:2684854]
ENSMUSG00000058258	isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]
ENSMUSG00000047511	olfactory receptor 1396 [Source:MGI Symbol;Acc:MGI:3031230]
ENSMUSG00000042156	DAZ interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914311]
ENSMUSG00000024006	serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]
ENSMUSG00000022571	pyrroline-5-carboxylate reductase-like [Source:MGI Symbol;Acc:MGI:1913444]
ENSMUSG00000078300	predicted pseudogene 2606 [Source:MGI Symbol;Acc:MGI:3780774]
ENSMUSG00000041556	F-box protein 2 [Source:MGI Symbol;Acc:MGI:2446216]
ENSMUSG00000018559	CTD nuclear envelope phosphatase 1 [Source:MGI Symbol;Acc:MGI:1914431]
ENSMUSG00000037492	zinc finger, matrin type 4 [Source:MGI Symbol;Acc:MGI:2443497]
ENSMUSG00000095874	predicted gene 9630 [Source:MGI Symbol;Acc:MGI:3780038]
ENSMUSG00000055632	hemicentin 2 [Source:MGI Symbol;Acc:MGI:2677838]
ENSMUSG00000098150	
ENSMUSG00000027367	START domain containing 7 [Source:MGI Symbol;Acc:MGI:2139090]
ENSMUSG00000047221	family with sequence similarity 185, member A [Source:MGI Symbol;Acc:MGI:2140983]
ENSMUSG00000097391	miRNA containing gene [Source:MGI Symbol;Acc:MGI:3781106]
ENSMUSG00000033633	C-type lectin domain family 18, member A [Source:MGI Symbol;Acc:MGI:2672935]
ENSMUSG00000050763	olfactory receptor 1395 [Source:MGI Symbol;Acc:MGI:3031229]
ENSMUSG00000081498	olfactory receptor 407, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030241]
ENSMUSG00000016319	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]
ENSMUSG00000098222	
ENSMUSG00000022570	tissue specific transplantation antigen P35B [Source:MGI Symbol;Acc:MGI:98857]
ENSMUSG00000069922	carboxylesterase 3A [Source:MGI Symbol;Acc:MGI:102773]
ENSMUSG00000048921	zinc finger protein 689 [Source:MGI Symbol;Acc:MGI:1918381]
ENSMUSG00000048378	olfactory receptor 1394 [Source:MGI Symbol;Acc:MGI:3031228]
ENSMUSG00000040234	transmembrane 7 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914873]
ENSMUSG00000024664	fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]
ENSMUSG00000084873	RIKEN cDNA C030047K22 gene [Source:MGI Symbol;Acc:MGI:1924868]
ENSMUSG00000040441	solute carrier family 26, member 10 [Source:MGI Symbol;Acc:MGI:2143920]
ENSMUSG00000026792	leucine rich repeat and sterile alpha motif containing 1 [Source:MGI Symbol;Acc:MGI:2684789]
ENSMUSG00000021927	predicted gene 5803 [Source:MGI Symbol;Acc:MGI:3645633]
ENSMUSG00000028522	mesoderm induction early response 1 homolog (Xenopus laevis [Source:MGI Symbol;Acc:MGI:1918398]
ENSMUSG00000050565	torsin A interacting protein 2 [Source:MGI Symbol;Acc:MGI:3582695]
ENSMUSG00000084311	predicted gene 11257 [Source:MGI Symbol;Acc:MGI:3649985]
ENSMUSG00000081067	predicted gene 12912 [Source:MGI Symbol;Acc:MGI:3649320]
ENSMUSG00000096519	predicted gene 10721 [Source:MGI Symbol;Acc:MGI:3641688]
ENSMUSG00000038300	parathyroid hormone 2 [Source:MGI Symbol;Acc:MGI:2152297]
ENSMUSG00000026511	signal recognition particle 9 [Source:MGI Symbol;Acc:MGI:1350930]
ENSMUSG00000027596	nonagouti [Source:MGI Symbol;Acc:MGI:87853]
ENSMUSG00000020185	E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147]
ENSMUSG00000037017	zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182]
ENSMUSG00000067194	eukaryotic translation initiation factor 1A, X-linked [Source:MGI Symbol;Acc:MGI:1913485]
ENSMUSG00000074564	predicted gene 10720 [Source:MGI Symbol;Acc:MGI:3641687]
ENSMUSG00000091004	predicted gene 6872 [Source:MGI Symbol;Acc:MGI:3643699]
ENSMUSG00000050846	zinc finger protein 623 [Source:MGI Symbol;Acc:MGI:1926084]
ENSMUSG00000002981	cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]
ENSMUSG00000092193	Cd9 antigen, pseudogene [Source:MGI Symbol;Acc:MGI:3645134]
ENSMUSG00000048232	F-box protein 10 [Source:MGI Symbol;Acc:MGI:2686937]
ENSMUSG00000025353	ORM1-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914094]
ENSMUSG00000092538	vomeronasal 2, receptor, pseudogene 55 [Source:MGI Symbol;Acc:MGI:3757982]
ENSMUSG00000027502	replication termination factor 2 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913654]
ENSMUSG00000040283	butyrophilin-like 9 [Source:MGI Symbol;Acc:MGI:2442439]
ENSMUSG00000027770	DEAH (Asp-Glu-Ala-His) box polypeptide 36 [Source:MGI Symbol;Acc:MGI:1919412]
ENSMUSG00000038292	coiled-coil domain containing 155 [Source:MGI Symbol;Acc:MGI:2687329]
ENSMUSG00000030822	proline rich 14 [Source:MGI Symbol;Acc:MGI:2384565]
ENSMUSG00000026940	RIKEN cDNA 4921530D09 gene [Source:MGI Symbol;Acc:MGI:1924308]
ENSMUSG00000032303	cholinergic receptor, nicotinic, alpha polypeptide 3 [Source:MGI Symbol;Acc:MGI:87887]
ENSMUSG00000092451	vomeronasal 2, receptor, pseudogene 56 [Source:MGI Symbol;Acc:MGI:3757983]
ENSMUSG00000046314	syntaxin binding protein 6 (amisyn) [Source:MGI Symbol;Acc:MGI:2384963]
ENSMUSG00000063975	solute carrier organic anion transporter family, member 1a5 [Source:MGI Symbol;Acc:MGI:1351865]
ENSMUSG00000039414	HEAT repeat containing 5B [Source:MGI Symbol;Acc:MGI:2444098]
ENSMUSG00000092328	vomeronasal 2, receptor, pseudogene 57 [Source:MGI Symbol;Acc:MGI:1351346]
ENSMUSG00000038327	serine (or cysteine) peptidase inhibitor, clade B, member 9f [Source:MGI Symbol;Acc:MGI:894671]
ENSMUSG00000092281	high-mobility group (nonhistone chromosomal) protein 1-like 1 [Source:MGI Symbol;Acc:MGI:3648695]
ENSMUSG00000034429	zinc finger protein 707 [Source:MGI Symbol;Acc:MGI:1916270]
ENSMUSG00000083623	predicted gene 7224 [Source:MGI Symbol;Acc:MGI:3647435]
ENSMUSG00000053768	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:MGI Symbol;Acc:MGI:1913325]
ENSMUSG00000095547	predicted gene 10719 [Source:MGI Symbol;Acc:MGI:3641690]
ENSMUSG00000026017	calcium response factor [Source:MGI Symbol;Acc:MGI:2182269]
ENSMUSG00000091013	vomeronasal 1 receptor 1 [Source:MGI Symbol;Acc:MGI:3647849]
ENSMUSG00000042804	G protein-coupled receptor 153 [Source:MGI Symbol;Acc:MGI:1916157]
ENSMUSG00000028914	caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]
ENSMUSG00000037815	catenin (cadherin associated protein), alpha 1 [Source:MGI Symbol;Acc:MGI:88274]
ENSMUSG00000078427	SAP domain containing ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913368]
ENSMUSG00000085232	predicted gene 11962 [Source:MGI Symbol;Acc:MGI:3652247]
ENSMUSG00000073922	olfactory receptor 659 [Source:MGI Symbol;Acc:MGI:3030493]
ENSMUSG00000085189	predicted gene 11963 [Source:MGI Symbol;Acc:MGI:3652248]
ENSMUSG00000071452	predicted gene 11397 [Source:MGI Symbol;Acc:MGI:3709608]
ENSMUSG00000002992	apolipoprotein C-II [Source:MGI Symbol;Acc:MGI:88054]
ENSMUSG00000081021	predicted gene 11964 [Source:MGI Symbol;Acc:MGI:3652241]
ENSMUSG00000038633	degenerative spermatocyte homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1097711]
ENSMUSG00000081691	predicted gene 11965 [Source:MGI Symbol;Acc:MGI:3649323]
ENSMUSG00000073920	olfactory receptor 661 [Source:MGI Symbol;Acc:MGI:3030495]
ENSMUSG00000016541	ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293]
ENSMUSG00000043073	ubiquitin specific peptidase 17-like E [Source:MGI Symbol;Acc:MGI:107697]
ENSMUSG00000083844	RIKEN cDNA 2210015D19 gene [Source:MGI Symbol;Acc:MGI:1913774]
ENSMUSG00000024665	fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]
ENSMUSG00000033624	pyruvate dehydrogenase phosphatase regulatory subunit [Source:MGI Symbol;Acc:MGI:2442188]
ENSMUSG00000006423	RIKEN cDNA C330007P06 gene [Source:MGI Symbol;Acc:MGI:1924894]
ENSMUSG00000062369	ubiquitin specific peptidase 17-like B [Source:MGI Symbol;Acc:MGI:3051498]
ENSMUSG00000018567	gamma-aminobutyric acid receptor associated protein [Source:MGI Symbol;Acc:MGI:1861742]
ENSMUSG00000046804	proline/histidine/glycine-rich 1 [Source:MGI Symbol;Acc:MGI:1858382]
ENSMUSG00000025352	growth differentiation factor 11 [Source:MGI Symbol;Acc:MGI:1338027]
ENSMUSG00000087011	predicted gene 12930 [Source:MGI Symbol;Acc:MGI:3650529]
ENSMUSG00000039252	leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]
ENSMUSG00000080934	predicted gene 12931 [Source:MGI Symbol;Acc:MGI:3650713]
ENSMUSG00000086342	predicted gene 12932 [Source:MGI Symbol;Acc:MGI:3651151]
ENSMUSG00000054568	ubiquitin specific peptidase 17-like A [Source:MGI Symbol;Acc:MGI:107699]
ENSMUSG00000026237	neuromedin U receptor 1 [Source:MGI Symbol;Acc:MGI:1341898]
ENSMUSG00000028070	apolipoprotein A-I binding protein [Source:MGI Symbol;Acc:MGI:2180167]
ENSMUSG00000087010	RIKEN cDNA 1700041M05 gene [Source:MGI Symbol;Acc:MGI:1920510]
ENSMUSG00000054115	S-phase kinase-associated protein 2 (p45) [Source:MGI Symbol;Acc:MGI:1351663]
ENSMUSG00000074336	apolipoprotein C-IV [Source:MGI Symbol;Acc:MGI:87878]
ENSMUSG00000083224	predicted gene 11255 [Source:MGI Symbol;Acc:MGI:3649873]
ENSMUSG00000084026	predicted gene 11259 [Source:MGI Symbol;Acc:MGI:3649975]
ENSMUSG00000021255	estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]
ENSMUSG00000084253	predicted gene 11256 [Source:MGI Symbol;Acc:MGI:3650655]
ENSMUSG00000035200	cholinergic receptor, nicotinic, beta polypeptide 4 [Source:MGI Symbol;Acc:MGI:87892]
ENSMUSG00000095186	predicted gene 10718 [Source:MGI Symbol;Acc:MGI:3642028]
ENSMUSG00000081844	predicted gene 11241 [Source:MGI Symbol;Acc:MGI:3652121]
ENSMUSG00000022090	PDZ and LIM domain 2 [Source:MGI Symbol;Acc:MGI:2384850]
ENSMUSG00000026753	protein phosphatase 6, catalytic subunit [Source:MGI Symbol;Acc:MGI:1915107]
ENSMUSG00000080780	predicted gene 11252 [Source:MGI Symbol;Acc:MGI:3651309]
ENSMUSG00000047539	F-box protein 28 [Source:MGI Symbol;Acc:MGI:1261890]
ENSMUSG00000036574	RIKEN cDNA 1700019O17 gene [Source:MGI Symbol;Acc:MGI:1919113]
ENSMUSG00000083050	predicted gene 11242 [Source:MGI Symbol;Acc:MGI:3652117]
ENSMUSG00000015484	family with sequence similarity 163, member A [Source:MGI Symbol;Acc:MGI:3618859]
ENSMUSG00000071172	serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]
ENSMUSG00000081890	predicted gene 11243 [Source:MGI Symbol;Acc:MGI:3652116]
ENSMUSG00000032548	solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]
ENSMUSG00000058246	predicted gene 10037 [Source:MGI Symbol;Acc:MGI:3645096]
ENSMUSG00000073917	olfactory receptor 665 [Source:MGI Symbol;Acc:MGI:3030499]
ENSMUSG00000021891	methyltransferase like 6 [Source:MGI Symbol;Acc:MGI:1914261]
ENSMUSG00000081936	predicted gene 11244 [Source:MGI Symbol;Acc:MGI:3651883]
ENSMUSG00000064063	cDNA sequence BC048507 [Source:MGI Symbol;Acc:MGI:3040680]
ENSMUSG00000050945	zinc finger protein 438 [Source:MGI Symbol;Acc:MGI:2444919]
ENSMUSG00000084090	predicted gene 11245 [Source:MGI Symbol;Acc:MGI:3651884]
ENSMUSG00000026238	prothymosin alpha [Source:MGI Symbol;Acc:MGI:97803]
ENSMUSG00000073482	predicted gene 10517 [Source:MGI Symbol;Acc:MGI:3642267]
ENSMUSG00000063582	olfactory receptor 666 [Source:MGI Symbol;Acc:MGI:3030500]
ENSMUSG00000095078	predicted gene 5866 [Source:MGI Symbol;Acc:MGI:3645339]
ENSMUSG00000030156	CD69 antigen [Source:MGI Symbol;Acc:MGI:88343]
ENSMUSG00000059734	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [Source:MGI Symbol;Acc:MGI:2385079]
ENSMUSG00000041681	islet amyloid polypeptide [Source:MGI Symbol;Acc:MGI:96382]
ENSMUSG00000044786	zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]
ENSMUSG00000056782	olfactory receptor 667 [Source:MGI Symbol;Acc:MGI:3030501]
ENSMUSG00000048520	F-box and leucine-rich repeat protein 13 [Source:MGI Symbol;Acc:MGI:2443416]
ENSMUSG00000051036	tetratricopeptide repeat domain 24 [Source:MGI Symbol;Acc:MGI:2443841]
ENSMUSG00000057770	olfactory receptor 668 [Source:MGI Symbol;Acc:MGI:3030502]
ENSMUSG00000046959	solute carrier family 26 (sulfate transporter), member 1 [Source:MGI Symbol;Acc:MGI:2385894]
ENSMUSG00000095891	predicted gene 10717 [Source:MGI Symbol;Acc:MGI:3642031]
ENSMUSG00000040564	apolipoprotein C-I [Source:MGI Symbol;Acc:MGI:88053]
ENSMUSG00000026510	transformation related protein 53 binding protein 2 [Source:MGI Symbol;Acc:MGI:2138319]
ENSMUSG00000020422	tensin 3 [Source:MGI Symbol;Acc:MGI:2443012]
ENSMUSG00000032020	ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]
ENSMUSG00000073916	olfactory receptor 669 [Source:MGI Symbol;Acc:MGI:3030503]
ENSMUSG00000033416	guanylyl cyclase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916028]
ENSMUSG00000042570	mesoderm induction early response 1, family member 2 [Source:MGI Symbol;Acc:MGI:1917677]
ENSMUSG00000081656	predicted gene 11246 [Source:MGI Symbol;Acc:MGI:3651881]
ENSMUSG00000029173	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:MGI Symbol;Acc:MGI:1098791]
ENSMUSG00000042423	fibrosin [Source:MGI Symbol;Acc:MGI:104648]
ENSMUSG00000003119	cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802]
ENSMUSG00000092492	RIKEN cDNA B230208B08 gene [Source:MGI Symbol;Acc:MGI:2442149]
ENSMUSG00000094685	predicted pseudogene 5900 [Source:MGI Symbol;Acc:MGI:3643907]
ENSMUSG00000010663	fatty acid desaturase 1 [Source:MGI Symbol;Acc:MGI:1923517]
ENSMUSG00000082351	predicted gene 11260 [Source:MGI Symbol;Acc:MGI:3651928]
ENSMUSG00000003444	mediator complex subunit 29 [Source:MGI Symbol;Acc:MGI:1914474]
ENSMUSG00000026239	phosphodiesterase 6D, cGMP-specific, rod, delta [Source:MGI Symbol;Acc:MGI:1270843]
ENSMUSG00000091194	predicted gene, 19840 [Source:MGI Symbol;Acc:MGI:5012025]
ENSMUSG00000044705	olfactory receptor 670 [Source:MGI Symbol;Acc:MGI:3030504]
ENSMUSG00000085840	predicted gene 11261 [Source:MGI Symbol;Acc:MGI:3650239]
ENSMUSG00000089639	predicted gene 2862 [Source:MGI Symbol;Acc:MGI:3781038]
ENSMUSG00000028843	SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]
ENSMUSG00000068964	predicted gene 6361 [Source:MGI Symbol;Acc:MGI:3646180]
ENSMUSG00000018572	PHD finger protein 23 [Source:MGI Symbol;Acc:MGI:1925496]
ENSMUSG00000092230	predicted gene, 18889 [Source:MGI Symbol;Acc:MGI:5011074]
ENSMUSG00000094531	olfactory receptor 671 [Source:MGI Symbol;Acc:MGI:3030505]
ENSMUSG00000040035	dispatched homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2388733]
ENSMUSG00000060985	tudor domain containing 5 [Source:MGI Symbol;Acc:MGI:2684949]
ENSMUSG00000089804	predicted gene 16136 [Source:MGI Symbol;Acc:MGI:3802137]
ENSMUSG00000032077	BUD13 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2443443]
ENSMUSG00000051172	olfactory receptor 672 [Source:MGI Symbol;Acc:MGI:3030506]
ENSMUSG00000041671	pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:MGI Symbol;Acc:MGI:2676395]
ENSMUSG00000096773	olfactory receptor 675 [Source:MGI Symbol;Acc:MGI:3030509]
ENSMUSG00000073915	olfactory receptor 676 [Source:MGI Symbol;Acc:MGI:3030510]
